"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250"
"V60",0.14352,0.0473133,0.118018,0.125425,0.0783577,1,0.235752,0.0539854,0.151459,0.21898,0.0737412,0.132348,0.242014,1,0.111526,0.0901061,0.113135,0.100599,0.0697241,0.126889,0.202053,0.166002,0.11277,0.14352,0.0894614,0.221126,0.138238,0.0798997,1,0.0996517,1,1,1,0.137678,0.151459,0.159041,0.103986,0.273716,0.118486,0.092096,0.122394,0.0873177,0.0583723,0.0898588,0.165499,0.0849375,1,0.124874,0.0608241,0.0545039,0.133397,1,0.158569,0.0730247,0.0423724,0.0431786,0.14574,0.121097,0.111106,0.0418468,0.073217,0.151459,0.127534,0.151459,0.1473,0.104357,0.108053,0.113573,0.0913272,0.0649632,0.0971418,0.310956,1,0.0507735,0.0788577,0.0871251,0.100842,0.123698,0.0765139,0.0700291,0.092096,0.0961388,1,0.0938386,0.19199,0.128886,0.107445,0.113201,1,0.151362,0.114855,0.0866035,0.0721733,0.130592,0.142746,0.0867859,0.108234,0.12746,0.0617817,0.176164,0.137051,0.184295,0.0804111,0.164058,0.140415,0.124603,1,0.113135,1,0.107673,0.0540658,0.100094,0.191517,0.0418468,1,0.114283,0.0814109,0.108094,0.148164,0.166847,0.152309,0.0908744,0.0413737,0.130827,0.0693203,0.0779535,1,0.108446,0.121647,0.0364543,0.0412403,0.109743,0.0318506,0.120134,0.275391,0.135855,0.0848934,0.121097,0.105358,1,0.151459,0.0154074,0.102916,0.049365,0.126823,0.220585,0.0418928,0.0447393,0.146467,0.0758461,0.151459,0.0996517,0.0393588,0.0670518,0.127534,0.0936899,1,0.106774,0.0434823,0.0959326,0.118018,0.213558,0.151459,0.142617,0.0349266,0.113526,0.10295,0.131225,1,0.0575727,0.0459181,0.168166,0.124874,0.118018,0.0947177,0.142982,1,0.11277,0.202593,0.223678,0.192044,0.261807,0.182641,0.121406,0.0803423,0.0584578,0.159897,0.10295,0.116165,0.11865,0.0845737,0.148381,0.108446,0.111374,0.112451,0.0997371,0.0783577,1,1,0.0898047,0.107919,0.104804,0.0573947,0.16098,0.233309,0.105402,0.0292647,0.0901061,0.0459979,0.100453,0.105758,0.051315,0.135855,0.0928557,0.127534,0.0475955,0.0387508,0.108278,0.0638262,0.114855,0.118018,0.0603125,0.108278,1,0.072045,0.151459,1,0.127176,1,0.0975705,0.178149,0.11496,0.061487,0.178634,0.0623042,1,0.133297,0.0833437,0.0952399,0.16688,0.0993936,0.229617,0.0817103,0.0765542,1,0.113135,0.198422,0.118018,0.144777,0.120814
"V61",0.141975,0.0518667,0.1158,0.129448,0.104987,1,0.241018,0.0561744,0.149106,0.221273,0.0849437,0.143336,0.237491,1,0.0960097,0.0750986,0.101301,0.105083,0.0767521,0.129546,0.182107,0.184399,0.115825,0.141975,0.0892253,0.213296,0.134269,0.066704,1,0.108013,1,1,1,0.16057,0.149106,0.156938,0.111542,0.248528,0.134689,0.0923023,0.12303,0.0980964,0.0839603,0.093809,0.168313,0.0966029,1,0.127015,0.055029,0.0442409,0.131045,1,0.155351,0.0995904,0.0455833,0.0320818,0.152531,0.113597,0.115548,0.0620204,0.0471071,0.149106,0.124355,0.149106,0.142983,0.128182,0.114597,0.123074,0.0946709,0.0506452,0.0974703,0.313688,1,0.0773801,0.0952294,0.0834045,0.123576,0.117841,0.0818326,0.0563615,0.0923023,0.0866544,1,0.099782,0.175108,0.140886,0.113182,0.0965898,1,0.161403,0.119901,0.116041,0.0796614,0.125062,0.132128,0.106537,0.110165,0.158638,0.0828795,0.184201,0.143401,0.16742,0.0949843,0.153468,0.139742,0.128848,1,0.101301,1,0.12153,0.0575272,0.121845,0.190106,0.0449216,1,0.158337,0.0947327,0.115744,0.149644,0.154837,0.142178,0.0877574,0.0625589,0.121638,0.0586648,0.0944666,1,0.118208,0.117059,0.0601413,0.0602558,0.0965191,0.0696455,0.11831,0.288199,0.143757,0.0856985,0.113597,0.124158,1,0.149106,0.0592073,0.0945528,0.0895533,0.161644,0.219346,0.0864268,0.0643507,0.173578,0.0583944,0.149106,0.108013,0.0528068,0.0840828,0.124355,0.0936445,1,0.0827492,0.0587767,0.129298,0.1158,0.202567,0.149106,0.13284,0.0415339,0.144767,0.0897265,0.143005,1,0.0669294,0.0424784,0.179077,0.127015,0.1158,0.102838,0.14805,1,0.115825,0.209683,0.202752,0.187865,0.269328,0.150098,0.118658,0.0924076,0.0791916,0.148139,0.0897265,0.114217,0.103073,0.097277,0.152924,0.118208,0.133832,0.121612,0.111349,0.104987,1,1,0.0958155,0.133388,0.100822,0.0589302,0.170438,0.238646,0.112866,0.0604805,0.0750986,0.0680341,0.112409,0.111573,0.0745873,0.143757,0.0939504,0.124355,0.0557225,0.0506959,0.104463,0.0813416,0.119901,0.1158,0.069427,0.104463,1,0.0883049,0.149106,1,0.130501,1,0.129352,0.182993,0.116777,0.0810151,0.175178,0.081696,1,0.154939,0.0952607,0.108177,0.137501,0.10574,0.227387,0.107918,0.0859624,1,0.101301,0.18933,0.1158,0.154137,0.1068
"V62",0.0733184,0.0720756,0.0375985,0.125626,0.0818102,1,0.269549,0.101955,0.0849492,0.21639,0.146352,0.183253,0.298379,1,0.15128,0.091031,0.0918163,0.0735875,0.099603,0.150433,0.225496,0.180235,0.113964,0.0733184,0.102322,0.265958,0.182977,0.127846,1,0.10744,1,1,1,0.19276,0.0849492,0.0958004,0.165285,0.29839,0.0639886,0.0694621,0.0900598,0.135252,0.0424442,0.131665,0.195536,0.079907,1,0.0536256,0.0683199,0.109682,0.0668878,1,0.122331,0.0566477,0.09456,0.096335,0.108487,0.104115,0.0511745,0.106822,0.107318,0.0849492,0.0560151,0.0849492,0.10897,0.0556591,0.147168,0.120096,0.136514,0.0654402,0.140433,0.340621,1,0.118085,0.01403,0.00424291,0.157834,0.14254,0.107662,0.0850515,0.0694621,0.100726,1,0.117903,0.22769,0.132394,0.153086,0.152146,1,0.18123,0.0545423,0.132442,0.113617,0.15582,0.186494,0.0263901,0.142239,0.189196,0.127775,0.222264,0.175322,0.227699,0.082581,0.189687,0.13681,0.163036,1,0.0918163,1,0.052622,0.103019,0.156632,0.223764,0.0935352,1,0.121999,0.0842701,0.110488,0.188375,0.149875,0.198738,0.0076107,0.0529934,0.135674,0.0793209,0.0130163,1,0.0487851,0.0630623,0.0566016,0.0574525,0.0994472,0.0668422,0.117393,0.324324,0.139299,0.132668,0.104115,0.158796,1,0.0849492,0.0892602,0.088184,0.0483984,0.139163,0.282403,0.0857715,0.109348,0.200354,0.0927165,0.0849492,0.10744,0.0927449,0.101945,0.0560151,0.0712511,1,0.138193,0.0963285,0.0600536,0.0375985,0.245289,0.0849492,0.163157,0.0545229,0.183273,0.0890394,0.191384,1,0.0852232,0.0891252,0.174069,0.0536256,0.0375985,0.0837355,0.189247,1,0.113964,0.243817,0.253253,0.230594,0.300903,0.207592,0.0413975,0.128276,0.116618,0.142106,0.0890394,0.0394519,0.153949,0.109948,0.154211,0.0487851,0.12735,0.0493397,0.144853,0.0818102,1,1,0.063825,0.167477,0.0785543,0.104844,0.200897,0.273408,0.133713,0.0600409,0.091031,0.112792,0.147753,0.134548,0.0667243,0.139299,0.137045,0.0560151,0.102484,0.100313,0.0926002,0.123162,0.0545423,0.0375985,0.123239,0.0926002,1,0.072645,0.0849492,1,0.173059,1,0.0628033,0.21447,0.148346,0.036935,0.1868,0.0378581,1,0.197269,0.0781179,0.0787998,0.183322,0.143055,0.28043,0.0827246,0.127576,1,0.0918163,0.216964,0.0375985,0.0955288,0.167627
"V63",0.0221138,0.0875132,0.0184166,0.100303,0.0600165,1,0.29728,0.147063,0.0337446,0.203097,0.18017,0.215007,0.320696,1,0.196661,0.104088,0.0719712,0.0356262,0.140623,0.172861,0.263206,0.168386,0.086119,0.0221138,0.151904,0.297609,0.223383,0.169128,1,0.0790175,1,1,1,0.221756,0.0337446,0.0631995,0.208606,0.331326,0.0185265,0.0492808,0.121275,0.179671,0.0863217,0.178019,0.228021,0.0558793,1,0.00266017,0.118948,0.15079,0.051806,1,0.114659,0.0992483,0.13487,0.13946,0.132214,0.0603365,0.0198633,0.15066,0.153341,0.0337446,0,0.0337446,0.117038,0.0335293,0.18255,0.0990491,0.169107,0.109989,0.175634,0.371827,1,0.159822,0.0644077,0.0517722,0.191079,0.180986,0.151018,0.118319,0.0492808,0.129537,1,0.162141,0.259994,0.120934,0.1932,0.196939,1,0.203567,0.0242161,0.174979,0.153632,0.188772,0.220556,0.056125,0.176999,0.224763,0.167515,0.257946,0.215633,0.258818,0.0576079,0.224162,0.112685,0.191396,1,0.0719712,1,0.0275925,0.144823,0.197188,0.256318,0.133994,1,0.160581,0.126841,0.0843289,0.221503,0.128134,0.232145,0.056125,0.101673,0.18328,0.1218,0.0636449,1,0.0225235,0.075467,0.103973,0.105119,0.0706969,0.114509,0.0941043,0.351132,0.126838,0.176379,0.0603365,0.190514,1,0.0337446,0.132778,0.0675834,0.0942494,0.172636,0.313567,0.128528,0.152299,0.233791,0.117378,0.0337446,0.0790175,0.133218,0.13445,0,0.050623,1,0.178386,0.138706,0.0357006,0.0184166,0.275823,0.0337446,0.180774,0.107558,0.218951,0.0607084,0.22623,1,0.129117,0.134929,0.146592,0.00266017,0.0184166,0.0580863,0.223466,1,0.086119,0.278829,0.294885,0.264938,0.335933,0.235917,0.0212744,0.171856,0.157423,0.120607,0.0607084,0.0168339,0.187249,0.155681,0.145079,0.0225235,0.100868,0.0259274,0.176977,0.0600165,1,1,0.114007,0.206754,0.0899273,0.148933,0.235471,0.309448,0.154465,0.107292,0.104088,0.154322,0.171931,0.176499,0.113359,0.126838,0.173541,0,0.148706,0.143801,0.0512027,0.157737,0.0242161,0.0184166,0.164829,0.0512027,1,0.120649,0.0337446,1,0.209287,1,0.0371579,0.242771,0.182297,0.0837012,0.206518,0.084382,1,0.229722,0.0545371,0.110998,0.232977,0.177393,0.295641,0.125088,0.158236,1,0.0719712,0.256665,0.0184166,0.0840728,0.200657
"V64",0.0221138,0.0875132,0.0184166,0.100303,0.0600165,1,0.29728,0.147063,0.0337446,0.203097,0.18017,0.215007,0.320696,1,0.196661,0.104088,0.0719712,0.0356262,0.140623,0.172861,0.263206,0.168386,0.086119,0.0221138,0.151904,0.297609,0.223383,0.169128,1,0.0790175,1,1,1,0.221756,0.0337446,0.0631995,0.208606,0.331326,0.0185265,0.0492808,0.121275,0.179671,0.0863217,0.178019,0.228021,0.0558793,1,0.00266017,0.118948,0.15079,0.051806,1,0.114659,0.0992483,0.13487,0.13946,0.132214,0.0603365,0.0198633,0.15066,0.153341,0.0337446,0,0.0337446,0.117038,0.0335293,0.18255,0.0990491,0.169107,0.109989,0.175634,0.371827,1,0.159822,0.0644077,0.0517722,0.191079,0.180986,0.151018,0.118319,0.0492808,0.129537,1,0.162141,0.259994,0.120934,0.1932,0.196939,1,0.203567,0.0242161,0.174979,0.153632,0.188772,0.220556,0.056125,0.176999,0.224763,0.167515,0.257946,0.215633,0.258818,0.0576079,0.224162,0.112685,0.191396,1,0.0719712,1,0.0275925,0.144823,0.197188,0.256318,0.133994,1,0.160581,0.126841,0.0843289,0.221503,0.128134,0.232145,0.056125,0.101673,0.18328,0.1218,0.0636449,1,0.0225235,0.075467,0.103973,0.105119,0.0706969,0.114509,0.0941043,0.351132,0.126838,0.176379,0.0603365,0.190514,1,0.0337446,0.132778,0.0675834,0.0942494,0.172636,0.313567,0.128528,0.152299,0.233791,0.117378,0.0337446,0.0790175,0.133218,0.13445,0,0.050623,1,0.178386,0.138706,0.0357006,0.0184166,0.275823,0.0337446,0.180774,0.107558,0.218951,0.0607084,0.22623,1,0.129117,0.134929,0.146592,0.00266017,0.0184166,0.0580863,0.223466,1,0.086119,0.278829,0.294885,0.264938,0.335933,0.235917,0.0212744,0.171856,0.157423,0.120607,0.0607084,0.0168339,0.187249,0.155681,0.145079,0.0225235,0.100868,0.0259274,0.176977,0.0600165,1,1,0.114007,0.206754,0.0899273,0.148933,0.235471,0.309448,0.154465,0.107292,0.104088,0.154322,0.171931,0.176499,0.113359,0.126838,0.173541,0,0.148706,0.143801,0.0512027,0.157737,0.0242161,0.0184166,0.164829,0.0512027,1,0.120649,0.0337446,1,0.209287,1,0.0371579,0.242771,0.182297,0.0837012,0.206518,0.084382,1,0.229722,0.0545371,0.110998,0.232977,0.177393,0.295641,0.125088,0.158236,1,0.0719712,0.256665,0.0184166,0.0840728,0.200657
"V65",0.132395,0.103761,0.13447,0.206526,0.165286,1,0.320155,0.169177,0.141612,0.247096,0.191945,0.233064,0.251016,1,0.218442,0.12972,0.178461,0.140896,0.177703,0.186531,0.280668,0.212544,0.19299,0.132395,0.188396,0.215984,0.135522,0.192071,1,0.185416,1,1,1,0.243625,0.141612,0.0942054,0.231215,0.262911,0.126859,0.154284,0.13335,0.198326,0.106516,0.196015,0.250808,0.160528,1,0.119095,0.15265,0.171959,0.126856,1,0.131757,0.136654,0.157153,0.160826,0.0196883,0.160582,0.136901,0.172601,0.175724,0.141612,0.117038,0.141612,0,0.149316,0.199608,0.204445,0.18369,0.144055,0.187158,0.300028,1,0.183452,0.117785,0.105712,0.206967,0.20658,0.186321,0.138324,0.154284,0.165098,1,0.198181,0.280993,0.162659,0.217243,0.217737,1,0.216136,0.132549,0.210375,0.179781,0.197165,0.23606,0.10136,0.194782,0.135598,0.189338,0.176095,0.242293,0.277622,0.162256,0.246037,0.218709,0.213256,1,0.178461,1,0.143379,0.166319,0.101557,0.227168,0.156565,1,0.0572659,0.166945,0.189725,0.241973,0.234014,0.244574,0.10136,0.138313,0.220082,0.156753,0.117221,1,0.138958,0.102088,0.141173,0.141735,0.177699,0.151125,0.1995,0.289848,0.168918,0.200325,0.160582,0.20519,1,0.141612,0.151217,0.173334,0.114025,0.185366,0.23517,0.167094,0.174187,0.251279,0.141215,0.141612,0.185416,0.150087,0.155239,0.117038,0.155271,1,0.192307,0.155276,0.151754,0.13447,0.302035,0.141612,0.187032,0.125101,0.129874,0.167711,0.240353,1,0.163393,0.157378,0.191108,0.119095,0.13447,0.163738,0.236492,1,0.19299,0.193799,0.212131,0.189227,0.253054,0.259878,0.13658,0.190343,0.167114,0.22668,0.167711,0.133268,0.206803,0.192956,0.187411,0.138958,0.206892,0.141515,0.194718,0.165286,1,1,0.131816,0.232793,0.0980732,0.171073,0.256775,0.226528,0.168001,0.145141,0.12972,0.176126,0.179867,0.18672,0.149975,0.168918,0.184946,0.117038,0.170173,0.165899,0.157601,0.166874,0.132549,0.13447,0.188983,0.157601,1,0.16395,0.141612,1,0.113438,1,0.153211,0.26566,0.19908,0.103085,0.237994,0.103573,1,0.244307,0.15954,0.108813,0.257084,0.191968,0.22471,0.144142,0.160474,1,0.178461,0.182087,0.13447,0.123397,0.213948
"V66",0.0116308,0.115931,0.0473507,0.121663,0.0854032,1,0.312595,0.169146,0,0.220203,0.198609,0.232184,0.34398,1,0.216494,0.110553,0.095272,0.0621468,0.163739,0.193572,0.285021,0.187553,0.108861,0.0116308,0.171589,0.316718,0.243264,0.186797,1,0.102942,1,1,1,0.237888,0,0.0856318,0.227433,0.349119,0.0433725,0.0739446,0.14933,0.197199,0.108432,0.195517,0.249073,0.0788653,1,0.0347696,0.142334,0.168616,0.0180614,1,0.101762,0.12049,0.152963,0.158852,0.137815,0.0646601,0.0503325,0.171107,0.172508,0,0.0337446,0,0.141612,0.0606066,0.20222,0.120757,0.186439,0.137901,0.193823,0.388079,1,0.179282,0.0909455,0.0833752,0.207982,0.205411,0.174942,0.14203,0.0739446,0.152837,1,0.184002,0.278774,0.142141,0.212131,0.214392,1,0.223562,0.0479282,0.193911,0.171084,0.209119,0.237999,0.0809709,0.198085,0.243202,0.184866,0.277113,0.232409,0.276626,0.0800926,0.241956,0.133506,0.207671,1,0.095272,1,0.053953,0.163152,0.218395,0.277113,0.152868,1,0.18183,0.145978,0.104869,0.241337,0.147106,0.250233,0.0809709,0.126337,0.203275,0.148577,0.0907222,1,0.0513575,0.100041,0.12792,0.127482,0.0967577,0.136872,0.115311,0.367917,0.149005,0.195872,0.0646601,0.208223,1,0,0.15194,0.0902525,0.116394,0.190729,0.333679,0.151794,0.171691,0.251623,0.143917,0,0.102942,0.151657,0.156533,0.0337446,0.0743258,1,0.198641,0.158179,0.0627841,0.0473507,0.295006,0,0.200134,0.1328,0.237629,0.0874861,0.245937,1,0.149088,0.156289,0.16563,0.0347696,0.0473507,0.0837899,0.242201,1,0.108861,0.296076,0.315278,0.284527,0.352082,0.25868,0.0481841,0.190251,0.179591,0.1401,0.0874861,0.0468017,0.206076,0.174791,0.164074,0.0513575,0.12059,0.0524652,0.196309,0.0854032,1,1,0.136431,0.223836,0.113223,0.169919,0.253265,0.325958,0.177401,0.132996,0.110553,0.172751,0.195232,0.197821,0.135722,0.149005,0.193079,0.0337446,0.167869,0.16213,0.077479,0.176733,0.0479282,0.0473507,0.183224,0.077479,1,0.144199,0,1,0.227616,1,0.0637401,0.259559,0.199036,0.106347,0.227992,0.106506,1,0.247596,0.0784841,0.131579,0.252381,0.196982,0.31476,0.145005,0.177038,1,0.095272,0.278979,0.0473507,0.106436,0.218161
"V67",0.078423,0.0718081,0.0712362,0.143299,0.0988172,1,0.267641,0.0975553,0.0876402,0.231551,0.139991,0.182773,0.29218,1,0.144615,0.0819677,0.110043,0.0964418,0.107386,0.145735,0.223497,0.197108,0.13045,0.078423,0.112894,0.259008,0.178498,0.121072,1,0.123298,1,1,1,0.189968,0.0876402,0.107066,0.158793,0.296579,0.0860374,0.0854101,0.0761892,0.125538,0.0308982,0.121229,0.192907,0.0947446,1,0.0841976,0.0756912,0.100865,0.0695788,1,0.09401,0.0621587,0.0869072,0.0892463,0.077945,0.100981,0.073148,0.10085,0.101532,0.0876402,0.0831726,0.0876402,0.09697,0.0823905,0.146805,0.135682,0.131761,0.0784785,0.132892,0.338482,1,0.112695,0.0387489,0.0354192,0.154231,0.150401,0.114591,0.0891166,0.0854101,0.113084,1,0.126658,0.227289,0.148187,0.148086,0.144654,1,0.176194,0.0707437,0.140606,0.109289,0.146234,0.182747,0.0517944,0.134527,0.183088,0.11923,0.21948,0.170543,0.22393,0.0976266,0.187799,0.153693,0.160213,1,0.110043,1,0.0796509,0.0945895,0.148462,0.221355,0.0870264,1,0.11003,0.10112,0.126558,0.186522,0.165209,0.193652,0.0330149,0.0590137,0.14312,0.0819343,0.0385256,1,0.074173,0.067795,0.0631523,0.061683,0.111682,0.0710727,0.133187,0.319316,0.1565,0.127237,0.100981,0.154746,1,0.0876402,0.0784171,0.105177,0.0360768,0.133003,0.281218,0.0944198,0.102476,0.200024,0.0939583,0.0876402,0.123298,0.0804984,0.0934137,0.0831726,0.0857913,1,0.134845,0.0845705,0.0881415,0.0712362,0.246485,0.0876402,0.155645,0.0578404,0.177515,0.100977,0.188818,1,0.0911028,0.0842687,0.191067,0.0841976,0.0712362,0.0986375,0.185081,1,0.13045,0.239705,0.25264,0.228013,0.296759,0.203432,0.0720696,0.119967,0.110611,0.158203,0.100977,0.0706872,0.150653,0.11565,0.168421,0.074173,0.144689,0.0752807,0.139121,0.0988172,1,1,0.0542508,0.162807,0.0691004,0.0996623,0.198578,0.268585,0.130824,0.065248,0.0819677,0.105031,0.140684,0.128679,0.0709549,0.1565,0.130074,0.0831726,0.0946321,0.0924857,0.1138,0.113916,0.0707437,0.0712362,0.118167,0.1138,1,0.0920133,0.0876402,1,0.165567,1,0.0910993,0.213532,0.145357,0.0242425,0.196317,0.0244024,1,0.193113,0.0943634,0.0589251,0.185174,0.140254,0.27687,0.0736325,0.111039,1,0.110043,0.2162,0.0712362,0.109454,0.162158
"V68",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"V69",0.177701,0.097998,0.151156,0.159974,0.128053,1,0.202097,0.0849475,0.184833,0.249783,0.0283128,0.0904363,0.209249,1,0.11811,0.127328,0.145629,0.133696,0.110176,0.0722788,0.148326,0.211134,0.150685,0.177701,0.12603,0.164901,0.136665,0.0917663,1,0.145093,1,1,1,0.120643,0.184833,0.196302,0.12962,0.218915,0.173162,0.121178,0.0988349,0.127817,0.100068,0.130911,0.123368,0.112655,1,0.162485,0.100343,0.0682743,0.171354,1,0.135994,0.113581,0.0658416,0.0553299,0.173908,0.157327,0.145789,0.0850427,0.0783844,0.184833,0.164434,0.184833,0.176476,0.153144,0.0645635,0.163768,0.0438476,0.10707,0.0449092,0.267282,1,0.094259,0.114382,0.130549,0.0715966,0.0925444,0.120983,0.0951613,0.121178,0.137866,1,0.130582,0.138455,0.15783,0.128535,0.121499,1,0.104686,0.148535,0.139549,0.0934146,0.091684,0.0787335,0.149094,0.0748768,0.143173,0.105924,0.148989,0.15504,0.12801,0.114128,0.124631,0.167158,0.0901321,1,0.145629,1,0.143223,0.0798638,0.119557,0.155269,0.0646976,1,0.155793,0.123571,0.143837,0.106619,0.193727,0.0909309,0.133295,0.0800779,0.157553,0.11172,0.115426,1,0.14384,0.166363,0.0786724,0.0807689,0.149837,0.0901587,0.150759,0.241568,0.176163,0.104768,0.157327,0.0683642,1,0.184833,0.0726093,0.137615,0.105859,0.0980058,0.18177,0.106809,0.085086,0.121431,0.101143,0.184833,0.145093,0.0701719,0.130582,0.164434,0.119229,1,0.0390146,0.0721108,0.152944,0.151156,0.165644,0.184833,0.0965374,0.0809529,0.128065,0.143044,0.0875697,1,0.0910236,0.0658842,0.21552,0.162485,0.151156,0.129423,0.0944536,1,0.150685,0.204422,0.214907,0.145523,0.263448,0.136912,0.148734,0.1255,0.0362922,0.186332,0.143044,0.152668,0.0554656,0.127179,0.190221,0.14384,0.162322,0.14005,0.0530802,0.128053,1,1,0.130044,0.147795,0.15312,0.0840678,0.139214,0.232752,0.0702725,0.0972179,0.127328,0.089028,0.0818528,0.0675999,0.0875218,0.176163,0.0399756,0.164434,0.0911575,0.0750127,0.147937,0.031349,0.148535,0.151156,0.0832302,0.147937,1,0.11712,0.184833,1,0.129033,1,0.153997,0.143949,0.064605,0.0990153,0.144009,0.100161,1,0.103975,0.114604,0.0710333,0.173442,0.0529544,0.193989,0.124574,0.0390582,1,0.145629,0.155947,0.151156,0.172538,0.0592764
"V70",0.0733273,0.0727223,0.109047,0.130216,0.122113,1,0.257113,0.0907996,0.0812666,0.218617,0.160163,0.179787,0.311667,1,0.146482,0.0292864,0.106257,0.0988568,0.0947027,0.156914,0.234071,0.186807,0.119846,0.0733273,0.104088,0.280867,0.196946,0.113049,1,0.105494,1,1,1,0.179786,0.0812666,0.126845,0.15742,0.290438,0.105069,0.110655,0.151482,0.128577,0.104431,0.126894,0.191969,0.115575,1,0.0964661,0.0610677,0.11627,0.0632052,1,0.103914,0.116489,0.100617,0.106506,0.133434,0.0672127,0.112029,0.0927601,0.0987597,0.0812666,0.0954411,0.0812666,0.137231,0.122303,0.14719,0.146139,0.140969,0.0566342,0.125107,0.337508,1,0.112288,0.10072,0.0931498,0.144642,0.155577,0.119676,0.063684,0.110655,0.0853368,1,0.111948,0.219263,0.161425,0.142118,0.146322,1,0.191541,0.109625,0.122206,0.10393,0.173689,0.191178,0.0907455,0.160872,0.202517,0.106519,0.214116,0.170711,0.213175,0.116803,0.200523,0.142059,0.166238,1,0.106257,1,0.11565,0.0848053,0.179796,0.225286,0.100521,1,0.177449,0.126201,0.107422,0.179232,0.160278,0.181276,0.0907455,0.0913783,0.139924,0.0673108,0.100497,1,0.113054,0.0960396,0.092961,0.0925234,0.0993103,0.101913,0.140693,0.334087,0.138697,0.145568,0.0672127,0.141294,1,0.0812666,0.108732,0.0928051,0.112392,0.188536,0.290405,0.116835,0.0933442,0.198582,0.070168,0.0812666,0.105494,0.108448,0.125455,0.0954411,0.111036,1,0.131713,0.11497,0.124481,0.109047,0.245835,0.0812666,0.135482,0.0895916,0.196945,0.0900386,0.187802,1,0.0678217,0.103943,0.164043,0.0964661,0.109047,0.1205,0.173245,1,0.119846,0.23449,0.25784,0.242264,0.293287,0.207252,0.109881,0.121629,0.138568,0.154726,0.0900386,0.108498,0.169626,0.10729,0.178211,0.113054,0.131575,0.114162,0.158193,0.122113,1,1,0.12418,0.156681,0.100972,0.0915725,0.19925,0.264543,0.136883,0.098037,0.0292864,0.0944046,0.149062,0.163708,0.100764,0.138697,0.124363,0.0954411,0.0895226,0.109784,0.0800316,0.13571,0.109625,0.109047,0.109476,0.0800316,1,0.124423,0.0812666,1,0.157193,1,0.125437,0.202237,0.1383,0.102345,0.173193,0.102505,1,0.202126,0.115194,0.12978,0.190642,0.132315,0.253829,0.132754,0.136016,1,0.106257,0.238095,0.109047,0.147649,0.151232
